,sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,aim_fraction_colu,aim_fraction_arab,species_gambcolu_arabiensis,species_gambiae_coluzzii,species,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2352,BL0232-C,Plate_B_B11,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.46,0.75,arabiensis,,arabiensis,18.92135,4.0964026,35.43011,-1.8575962,22.391998,43.55032,-19.640673,11.954585,-5.8274245,-32.47272
2353,BL0233-C,Plate_B_C11,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.456,0.748,arabiensis,,arabiensis,23.454107,12.672981,21.061573,39.622387,-4.0998287,3.2804482,44.083744,-16.794313,-9.096674,18.024492
2354,BL0234-C,Plate_E_B1,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.45899999999999996,0.748,arabiensis,,arabiensis,23.339043,6.7790937,27.66627,8.661939,27.957531,17.641241,-8.18592,10.468844,11.556005,-23.545889
2355,BL0235-C,Plate_E_C1,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.457,0.7509999999999999,arabiensis,,arabiensis,14.348716,10.410217,7.0125904,53.21986,6.072966,-3.8629003,-1.9887296,-25.01137,-22.727837,-11.7033825
2356,BL0236-C,Plate_E_E1,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.45799999999999996,0.7490000000000001,arabiensis,,arabiensis,18.819235,11.028008,8.207674,15.022847,-9.579132,-14.271939,30.184399,6.271035,-14.140258,23.792843
2357,BL0238-C,Plate_E_G1,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.462,0.7490000000000001,arabiensis,,arabiensis,18.022808,9.404838,20.587374,-10.102115,8.950757,-6.818573,-4.088669,1.2859527,-13.401702,-24.204578
2358,BL0239-C,Plate_E_H1,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.46,0.75,arabiensis,,arabiensis,23.347113,4.431196,-0.19475386,29.459864,-0.37286764,-13.760269,-2.0946577,-12.568558,9.282372,-12.252624
2359,BL0240-C,Plate_E_A2,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.456,0.752,arabiensis,,arabiensis,22.865204,11.769945,15.992246,17.145836,9.221437,-3.1216059,-1.5899154,30.944666,-24.773705,-3.2090836
2360,BL0241-C,Plate_E_B2,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.456,0.7509999999999999,arabiensis,,arabiensis,17.65055,3.481525,6.8961964,16.510628,38.013317,30.455482,-14.451317,17.792797,-13.1904955,-37.072166
2361,BL0242-C,Plate_E_C2,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.45799999999999996,0.75,arabiensis,,arabiensis,19.86354,10.77648,16.530306,15.167706,-6.0867825,-13.263454,-7.542893,-5.907271,-35.581123,-21.97641
2362,BL0243-C,Plate_E_D2,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.45299999999999996,0.7490000000000001,arabiensis,,arabiensis,22.738634,10.089967,6.1653514,-3.7732358,7.2197804,1.0087103,53.815742,6.0665965,44.07117,15.087058
2363,BL0244-C,Plate_E_E2,Bilali Kabula,Tanzania,Muleba,2015,6,-1.962,31.651,F,AG1000G-TZ,v3,0.46399999999999997,0.748,arabiensis,,arabiensis,23.027536,11.78889,41.390774,-51.553192,-12.528512,1.9089638,-36.260475,-33.094547,-78.777,9.990434
2364,BL0246-C,M_330_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45399999999999996,0.752,arabiensis,,arabiensis,22.803812,17.164587,46.384464,-26.694626,-17.222454,-9.182687,-6.1632433,9.950882,-30.078571,12.496657
2365,BL0247-C,M_387_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45399999999999996,0.752,arabiensis,,arabiensis,27.376274,10.198746,43.499687,-48.38848,-9.400246,21.139576,-2.232893,-8.255045,12.724983,-0.45172888
2366,BL0251-C,M_380_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.456,0.7490000000000001,arabiensis,,arabiensis,24.028929,13.582191,40.6057,-15.905423,-22.796371,-2.8322296,0.19789764,8.885845,-11.473869,-6.9984565
2367,BL0252-C,M_332_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.461,0.7509999999999999,arabiensis,,arabiensis,27.359724,14.07044,48.32822,-33.392258,-10.899678,-3.7634332,-5.341214,-2.967036,-2.6734223,13.036609
2368,BL0253-C,M_383_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45799999999999996,0.75,arabiensis,,arabiensis,25.238443,12.348508,42.06138,-48.54453,-9.5116005,-2.3612423,-7.0176272,4.6107826,10.038453,18.263977
2369,BL0254-C,M_348_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.46,0.7509999999999999,arabiensis,,arabiensis,27.981579,11.312139,44.798664,-57.46582,-15.216458,20.87905,8.472848,6.6883087,49.62738,11.425451
2370,BL0255-C,M_376_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45399999999999996,0.75,arabiensis,,arabiensis,27.992058,11.963771,41.30274,-52.37423,-9.674177,-3.609715,18.22339,7.7802835,23.843815,-0.3749519
2371,BL0256-C,M_349_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45899999999999996,0.7490000000000001,arabiensis,,arabiensis,21.532316,11.409655,29.849512,-23.649817,-1.6666136,2.014137,8.47103,-7.8974023,12.588767,5.573387
2372,BL0257-C,M_385_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45399999999999996,0.7509999999999999,arabiensis,,arabiensis,28.081621,14.626451,40.691673,-5.3047905,-7.691112,-5.4340777,11.535259,-2.9629574,-3.5540528,2.588569
2373,BL0258-C,M_394_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.457,0.7509999999999999,arabiensis,,arabiensis,26.232489,14.093518,38.40373,-27.159552,-9.069192,-11.754967,-1.4334344,10.554765,-5.9393983,7.7340455
2374,BL0259-C,M_360_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45299999999999996,0.75,arabiensis,,arabiensis,26.690378,11.663158,44.72042,-57.638237,-5.5164485,-4.779356,7.4298086,12.77246,39.361416,9.993478
2375,BL0260-C,M_340_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.456,0.7509999999999999,arabiensis,,arabiensis,21.847933,12.14645,43.1085,-43.363148,-8.013624,-0.7791362,-4.9306326,8.362528,29.434074,1.1268847
2376,BL0261-C,M_266_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45799999999999996,0.7509999999999999,arabiensis,,arabiensis,26.625935,13.054126,40.781998,-31.05667,-16.084145,-15.754223,-6.9658546,-6.59251,-1.4976051,6.898924
2377,BL0263-C,M_307_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45799999999999996,0.75,arabiensis,,arabiensis,27.398617,15.097464,53.96913,-61.486626,-21.033882,4.7650023,-10.364848,-1.3967971,13.061438,13.679451
2378,BL0264-C,M_260_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45399999999999996,0.7490000000000001,arabiensis,,arabiensis,23.958933,17.28505,55.717716,-45.657677,-11.036061,-1.8275465,-11.3623085,11.18503,-6.403462,18.464613
2379,BL0266-C,M_276_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.46,0.752,arabiensis,,arabiensis,28.179169,15.345802,43.13204,-36.8194,-10.767183,-20.924437,-9.008913,-0.48644656,-4.532086,-1.0514704
2380,BL0267-C,M_261_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45799999999999996,0.748,arabiensis,,arabiensis,29.309437,9.560961,37.619747,-39.922806,-7.478623,10.25531,-6.318741,-9.130614,12.299717,-1.3906298
2381,BL0269-C,M_286_l,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.457,0.7509999999999999,arabiensis,,arabiensis,27.842432,10.3065815,27.081165,-40.181538,-21.952795,-8.655089,-4.1456003,-9.579076,-19.117962,-3.4668174
2382,BL0271-C,M_647_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.46299999999999997,0.75,arabiensis,,arabiensis,24.073055,16.193766,42.797882,-32.415604,-15.628104,-7.2660623,-0.3169491,14.956695,-9.629819,-3.5933871
2383,BL0272-C,M_653_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.46299999999999997,0.7509999999999999,arabiensis,,arabiensis,20.101875,15.580555,32.159657,-29.327232,-10.717263,-9.61723,-8.8786745,25.094599,-4.5259786,6.1004066
2384,BL0273-C,M_644_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.456,0.75,arabiensis,,arabiensis,25.23451,15.290661,42.314922,-22.952084,-4.8248568,-37.787846,-20.417337,-15.915836,-6.25382,-6.6282825
2385,BL0275-C,M_636_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.457,0.75,arabiensis,,arabiensis,23.58171,10.0766945,30.68195,-31.813793,-2.6856053,2.702399,16.052212,10.052771,15.248531,1.2990557
2386,BL0276-C,M_638_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45399999999999996,0.7509999999999999,arabiensis,,arabiensis,25.763496,12.87735,45.557064,-38.96179,-12.336084,7.704687,-10.570402,13.937703,-9.29683,14.7642565
2387,BL0277-C,M_650_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.461,0.7509999999999999,arabiensis,,arabiensis,28.52687,10.218887,34.57808,-44.82853,-15.309619,20.890696,-21.862534,-9.498175,-11.804877,0.8543925
2388,BL0278-C,M_709_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45299999999999996,0.752,arabiensis,,arabiensis,25.292421,11.457234,35.67154,-31.318657,-5.538579,-11.883912,-14.568237,-17.57453,-5.54414,7.435861
2389,BL0280-C,M_717_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.456,0.748,arabiensis,,arabiensis,26.377613,8.8167515,52.167316,-72.17655,-9.90213,16.109896,1.6057847,-2.125354,32.391235,26.8521
2390,BL0281-C,M_704_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.457,0.752,arabiensis,,arabiensis,21.092787,17.763508,51.349277,-33.808426,-16.585249,-9.083522,8.910223,6.4922013,-4.79545,5.7590904
2391,BL0282-C,M_696_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45799999999999996,0.75,arabiensis,,arabiensis,20.955706,13.347428,43.658733,-45.103653,-13.664672,2.4217234,-9.951353,-9.847378,4.4656606,15.27771
2392,BL0283-C,M_691_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.455,0.7490000000000001,arabiensis,,arabiensis,26.998001,10.482049,37.714264,-15.492618,15.788591,6.5176578,-9.693063,-0.20180778,-7.4752703,-35.496475
2393,BL0284-C,M_726_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.46,0.7490000000000001,arabiensis,,arabiensis,28.886099,15.027082,45.375465,-15.471833,-8.443238,-7.7215776,4.596223,-6.5476427,-11.668449,14.399637
2394,BL0285-C,M_718_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.46,0.75,arabiensis,,arabiensis,30.028423,6.767543,25.225685,-42.506817,-2.049582,11.0202675,11.239632,27.326479,38.596024,3.3859913
2395,BL0286-C,M_720_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45899999999999996,0.75,arabiensis,,arabiensis,24.711555,12.334501,36.962227,-30.290852,-13.634636,0.26554936,-4.590914,7.477745,0.24600627,23.344727
2396,BL0287-C,M_681_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.456,0.7509999999999999,arabiensis,,arabiensis,26.5269,11.515375,37.23872,-29.97371,-25.494535,-17.268276,1.802315,2.8366814,7.6793475,-3.3537064
2397,BL0288-C,M_721_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.465,0.7509999999999999,arabiensis,,arabiensis,20.619066,14.61586,42.86991,-16.246906,-8.98745,5.8972344,-8.910543,28.492596,-0.33783603,18.849192
2398,BL0290-C,M_711_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45899999999999996,0.7509999999999999,arabiensis,,arabiensis,28.733717,8.831666,40.27277,-8.60772,27.3284,37.37224,-15.784982,-5.788697,-5.799434,-18.67364
2399,BL0291-C,M_712_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.457,0.75,arabiensis,,arabiensis,25.58457,14.807587,42.81867,-29.113098,-7.0737014,-15.976214,0.5456519,21.176422,-17.505947,0.28072092
2400,BL0292-C,M_715_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.462,0.7509999999999999,arabiensis,,arabiensis,29.492413,9.930756,34.22357,-46.647644,-1.6309153,20.312414,-10.712579,-9.116156,17.235859,-3.2184076
2401,BL0293-C,M_757_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.45299999999999996,0.75,arabiensis,,arabiensis,26.68111,14.450974,50.188416,-29.442163,3.5830817,-10.147576,-18.726025,13.29626,-6.699697,16.508673
2402,BL0294-C,M_748_d,David Weetman,Tanzania,Moshi,2012,8,-3.4819999999999998,37.308,F,AG1000G-TZ,v3,0.46299999999999997,0.7509999999999999,arabiensis,,arabiensis,24.40405,17.003433,53.5928,-24.638235,-15.522361,-23.576845,-15.7700615,-5.9387865,-18.639496,-4.1860175
2403,BL0296-C,T_1s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.455,0.7490000000000001,arabiensis,,arabiensis,23.347672,6.285859,5.6000705,-12.771443,-5.3364377,6.9197907,31.452614,-14.913805,50.171013,13.875849
2404,BL0297-C,T_2s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.456,0.7509999999999999,arabiensis,,arabiensis,22.516003,-12.760788,7.9519286,-0.87678075,37.232002,66.65967,-7.106632,-23.279472,17.015556,-16.989637
2405,BL0298-C,T_3s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.457,0.748,arabiensis,,arabiensis,21.30845,8.650097,12.866131,15.318164,8.900287,-9.480003,40.484737,10.615528,35.34564,29.6505
2406,BL0299-C,T_4s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45799999999999996,0.7490000000000001,arabiensis,,arabiensis,20.065554,7.5969167,16.593414,32.565464,2.481626,13.390948,35.812836,-15.244238,-11.3217945,5.877794
2407,BL0300-C,T_5s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.462,0.748,arabiensis,,arabiensis,22.589083,9.544256,16.466448,2.5619755,4.0403996,-4.7187386,33.19892,-6.650736,34.242855,4.9617114
2408,BL0301-C,T_6s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45899999999999996,0.75,arabiensis,,arabiensis,20.70552,8.006342,7.570788,23.729198,0.80371636,-16.085846,-16.132828,-20.115444,-15.649717,-2.595646
2409,BL0302-C,T_7s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.46,0.7509999999999999,arabiensis,,arabiensis,23.849869,7.207339,11.468907,-14.610874,9.843,-16.022907,29.064981,-5.348256,44.745193,10.691131
2410,BL0303-C,T_8s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.452,0.75,arabiensis,,arabiensis,17.856232,2.488859,2.2401893,27.594114,6.450667,11.359729,7.0103917,-13.608141,-8.296243,5.9509125
2411,BL0304-C,T_9s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45799999999999996,0.7490000000000001,arabiensis,,arabiensis,19.13867,6.7628775,11.780497,16.732235,5.8973866,-0.46155533,-9.375895,-4.047273,-13.040796,-14.788724
2412,BL0305-C,T_10s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45799999999999996,0.75,arabiensis,,arabiensis,20.720398,9.155308,20.500599,-12.257701,-14.438266,-2.9270377,10.309128,12.57548,-17.11127,-9.496098
2413,BL0306-C,T_11s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.457,0.7490000000000001,arabiensis,,arabiensis,14.528606,5.830262,11.341543,20.27998,7.5474176,2.831591,-12.079979,40.145832,-30.907164,23.289764
2414,BL0307-C,T_12s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.46,0.75,arabiensis,,arabiensis,15.91645,6.485446,3.5566823,33.413013,-10.930947,-13.281773,-3.549253,-8.503239,-4.6216836,-6.2105966
2415,BL0308-C,T_13s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.457,0.75,arabiensis,,arabiensis,23.30007,3.9014342,-13.680581,-13.294266,-1.782909,-2.447219,37.510365,6.49135,56.3719,-5.5311213
2416,BL0309-C,T_14s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45399999999999996,0.748,arabiensis,,arabiensis,17.519022,9.351896,9.213217,-9.022359,-1.1968354,5.372873,10.53645,4.395338,-30.119007,-4.430839
2417,BL0310-C,T_15s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.457,0.747,arabiensis,,arabiensis,25.71246,6.9664273,7.912301,-7.37957,3.3711224,1.4386833,-1.9175073,-17.657686,-10.833844,5.499991
2418,BL0311-C,T_16s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45899999999999996,0.75,arabiensis,,arabiensis,20.191607,-0.37076125,-5.6792054,27.270773,12.736418,-4.664107,5.8628135,-17.954983,10.358248,-16.862911
2419,BL0312-C,T_17s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45399999999999996,0.7509999999999999,arabiensis,,arabiensis,18.008467,0.38023016,-17.60621,10.982494,-1.8369423,-2.0231168,16.556349,-0.8563176,-9.799835,28.004955
2420,BL0313-C,T_18s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.451,0.748,arabiensis,,arabiensis,18.136793,11.310695,21.415775,-26.051056,-3.6459324,-2.566865,1.5564544,5.4386697,-20.389624,-10.699127
2421,BL0314-C,T_19s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45399999999999996,0.7509999999999999,arabiensis,,arabiensis,16.571388,-0.71455866,-7.1147923,27.160967,15.679693,6.2588673,6.413076,2.446987,-24.001629,-4.4237514
2422,BL0315-C,T_20s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45799999999999996,0.752,arabiensis,,arabiensis,20.346308,9.0611,21.566639,4.0242376,-2.409367,-2.936669,16.066042,-8.255536,0.67754745,4.8950653
2423,BL0316-C,T_21s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45799999999999996,0.7490000000000001,arabiensis,,arabiensis,16.721579,2.0895913,-8.409553,8.624475,3.635422,-3.491444,5.783139,-14.338699,-0.3045636,-17.745417
2424,BL0317-C,T_22s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45899999999999996,0.748,arabiensis,,arabiensis,20.06472,8.626188,-0.30669063,31.518736,5.961976,-5.511141,22.743656,-7.518253,-2.0814657,15.467942
2425,BL0318-C,T_23s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45899999999999996,0.75,arabiensis,,arabiensis,14.928277,8.691243,7.663066,28.316816,11.447865,9.542872,49.33693,7.7182584,0.96351326,29.087355
2426,BL0319-C,T_24s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45399999999999996,0.75,arabiensis,,arabiensis,21.629627,2.7965145,7.6648626,4.187517,-0.7016449,-3.0181568,-17.97644,-19.144884,-7.2985687,-10.843753
2427,BL0320-C,T_25s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.456,0.7490000000000001,arabiensis,,arabiensis,24.363241,6.486244,4.1193595,5.569978,-3.4412084,-21.944025,13.571833,-0.82296133,-43.334385,-0.6153204
2428,BL0321-C,T_26s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45899999999999996,0.75,arabiensis,,arabiensis,16.941315,9.462097,5.211122,17.825651,7.4759536,8.327434,-10.297663,56.367615,3.649598,38.136883
2429,BL0322-C,T_27s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.46,0.75,arabiensis,,arabiensis,21.928806,9.584702,15.641403,-16.029367,-15.717073,-35.77011,0.0899993,-3.1864772,-52.723217,-32.138042
2430,BL0323-C,T_28s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.451,0.7490000000000001,arabiensis,,arabiensis,20.928116,13.614873,31.974398,148.81711,-301.5048,123.55825,-96.72067,56.20001,75.0686,-15.183196
2431,BL0324-C,T_29s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.46,0.75,arabiensis,,arabiensis,16.473267,9.52297,0.094465904,45.143715,-1.7619576,11.711636,69.399414,-9.640497,-10.611546,34.88409
2432,BL0325-C,T_30s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.46,0.748,arabiensis,,arabiensis,19.020247,5.614114,-11.694323,26.20518,0.38146034,0.8424901,26.674166,-2.0832622,-28.016155,10.952488
2433,BL0326-C,T_31s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45399999999999996,0.748,arabiensis,,arabiensis,22.580961,3.1168323,-9.044402,15.664887,-1.0822906,-9.700543,17.079355,8.332841,16.481558,-5.123726
2434,BL0327-C,T_32s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.46,0.75,arabiensis,,arabiensis,16.403479,7.477881,7.797909,1.1946924,8.007292,-5.744162,-3.442127,-4.4699574,3.1531692,-8.299174
2435,BL0328-C,T_33s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.457,0.75,arabiensis,,arabiensis,13.8981085,4.717105,-2.6721575,30.210274,0.9276175,-22.863861,-50.27898,-13.622951,10.909249,-8.393422
2436,BL0332-C,T_37s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45299999999999996,0.738,arabiensis,,arabiensis,17.733267,5.233778,-5.0923786,-17.619158,-4.8382864,-11.648093,3.2390673,-2.9683852,8.591738,22.789436
2437,BL0333-C,T_38s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45799999999999996,0.738,arabiensis,,arabiensis,20.153488,2.1286564,1.7249182,2.4622376,-10.495808,-27.76534,-13.630433,-9.261956,-38.95559,-21.290216
2438,BL0334-C,T_39s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.455,0.736,arabiensis,,arabiensis,22.492334,7.58963,1.7964147,0.92690474,0.26383552,-4.4069777,14.827499,17.720222,-27.058388,28.904474
2439,BL0335-C,T_40s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45299999999999996,0.737,arabiensis,,arabiensis,20.583866,8.108176,3.5027819,7.5502973,9.194594,-7.393307,-24.035582,-8.748328,7.499583,-4.2435937
2440,BL0336-C,T_41s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.451,0.74,arabiensis,,arabiensis,20.255537,7.570203,4.7072234,9.071916,-4.3119965,-6.8480473,15.667131,5.963095,-8.375447,3.081278
2441,BL0337-C,T_42s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45399999999999996,0.736,arabiensis,,arabiensis,16.516087,4.9994864,-11.413981,20.90564,-4.9320507,-9.468031,19.597118,1.427091,-11.822963,-3.731733
2442,BL0338-C,T_43s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.45,0.741,arabiensis,,arabiensis,22.365202,15.884143,38.146408,150.30661,-297.386,115.05198,-105.03603,49.409805,75.9549,-18.971212
2443,BL0339-C,T_44s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.451,0.736,arabiensis,,arabiensis,16.37817,5.922358,-0.010294826,4.2507954,7.964019,-9.752772,-0.49208382,12.758592,-23.961067,-6.276565
2444,BL0340-C,T_45s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.455,0.7390000000000001,arabiensis,,arabiensis,16.95896,8.854643,10.866744,-1.1236016,2.0612185,-17.087574,5.6918564,-0.19111815,-8.4374695,12.9148445
2445,BL0341-C,T_46s,David Weetman,Tanzania,Tarime,2012,8,-1.431,34.199,F,AG1000G-TZ,v3,0.457,0.736,arabiensis,,arabiensis,22.742714,1.466887,1.7875558,-4.7660346,15.969534,28.17645,-0.30650654,-10.738578,13.124591,-14.5796795
